frame,keypoints
1261,"[[0.3871944844722748, 0.45570600032806396, 0.04307039454579353], [0.36140650510787964, 0.49605196714401245, 0.05824728682637215], [0.3908885717391968, 0.4504351317882538, 0.042153384536504745], [0.3783443868160248, 0.47666609287261963, 0.03169733285903931], [0.45049363374710083, 0.5427581071853638, 0.024252479895949364], [0.40033191442489624, 0.7075774073600769, 0.00663967989385128], [0.39840924739837646, 0.4580339193344116, 0.014411449432373047], [0.47387218475341797, 0.7250721454620361, 0.007465278264135122], [0.463706910610199, 0.38437730073928833, 0.009905434213578701], [0.5494104623794556, 0.621639609336853, 0.00887726154178381], [0.33296120166778564, 0.030806889757514, 0.06603942066431046], [0.3731911778450012, 0.5712461471557617, 0.060238394886255264], [0.35858672857284546, 0.4612342119216919, 0.0659480169415474], [0.37244436144828796, 0.5183190107345581, 0.00847411435097456], [0.3720604181289673, 0.4797649085521698, 0.010896716266870499], [0.5661870837211609, 0.49156373739242554, 0.008202224969863892], [0.547256588935852, 0.5241182446479797, 0.01586150750517845]]"
1262,"[[0.38721418380737305, 0.4557105004787445, 0.04428037256002426], [0.36146265268325806, 0.49598416686058044, 0.059711866080760956], [0.3908542990684509, 0.4504523277282715, 0.0432431735098362], [0.37837332487106323, 0.47678110003471375, 0.03261449560523033], [0.4502618908882141, 0.5422289371490479, 0.024670053273439407], [0.4001331925392151, 0.7072991132736206, 0.006802085787057877], [0.39845502376556396, 0.4578573405742645, 0.014685546047985554], [0.473682165145874, 0.7252485752105713, 0.007536373566836119], [0.4636077880859375, 0.38456666469573975, 0.010023226961493492], [0.5495095252990723, 0.6217617988586426, 0.00888913031667471], [0.3329557478427887, 0.030784528702497482, 0.06545376032590866], [0.37315210700035095, 0.5710878372192383, 0.059799570590257645], [0.3586166799068451, 0.4610566794872284, 0.06571591645479202], [0.3725080192089081, 0.5181193947792053, 0.008623434230685234], [0.3721972107887268, 0.4796893000602722, 0.011085760779678822], [0.5662319660186768, 0.49156904220581055, 0.008272573351860046], [0.5472630262374878, 0.5241749286651611, 0.01598271168768406]]"
1263,"[[0.3872022330760956, 0.45561909675598145, 0.04442746192216873], [0.36145567893981934, 0.4958486557006836, 0.06017528474330902], [0.3908153474330902, 0.4503631293773651, 0.04351358115673065], [0.37829944491386414, 0.4766335189342499, 0.0328047089278698], [0.450263112783432, 0.542219340801239, 0.024673711508512497], [0.4000764787197113, 0.707290768623352, 0.00678875669836998], [0.398410439491272, 0.45784255862236023, 0.014680200256407261], [0.47367435693740845, 0.7252461910247803, 0.007530541159212589], [0.46345585584640503, 0.38452982902526855, 0.010097594000399113], [0.530706524848938, 0.6247112154960632, 0.010346638970077038], [0.33302927017211914, 0.03074454888701439, 0.06633087247610092], [0.3731984794139862, 0.5711667537689209, 0.05990190431475639], [0.35868656635284424, 0.46115076541900635, 0.06577616930007935], [0.3724532127380371, 0.5181114673614502, 0.00866234116256237], [0.3721209168434143, 0.47979268431663513, 0.011087032966315746], [0.5661861896514893, 0.4915635585784912, 0.008284138515591621], [0.5472367405891418, 0.5241618156433105, 0.01603664644062519]]"
1264,"[[0.3871600031852722, 0.455795019865036, 0.0431915819644928], [0.3613753914833069, 0.49611029028892517, 0.058594509959220886], [0.39085400104522705, 0.45051833987236023, 0.04221630468964577], [0.37835848331451416, 0.47666773200035095, 0.031716279685497284], [0.4504798352718353, 0.5426158905029297, 0.024350440129637718], [0.400229811668396, 0.7074217796325684, 0.006700264289975166], [0.39842018485069275, 0.4580375552177429, 0.014418414793908596], [0.4737398028373718, 0.7251580953598022, 0.007483427878469229], [0.46372267603874207, 0.38436657190322876, 0.009918298572301865], [0.5495815277099609, 0.6216802597045898, 0.008898919448256493], [0.33296799659729004, 0.030777808278799057, 0.06606965512037277], [0.37315046787261963, 0.5711364150047302, 0.05991073325276375], [0.35862404108047485, 0.46122586727142334, 0.06596186757087708], [0.3725871741771698, 0.518324613571167, 0.008558223955333233], [0.3721899688243866, 0.47982507944107056, 0.010956304147839546], [0.5662553906440735, 0.4915348291397095, 0.008245732635259628], [0.547338604927063, 0.5240529775619507, 0.01588766649365425]]"
1265,"[[0.38714510202407837, 0.45571577548980713, 0.04435519129037857], [0.36142346262931824, 0.4960225224494934, 0.059800710529088974], [0.3907742500305176, 0.4504806697368622, 0.04337486997246742], [0.37836694717407227, 0.4768630266189575, 0.0327170193195343], [0.4502168595790863, 0.5422186851501465, 0.024671951308846474], [0.40012404322624207, 0.7072277069091797, 0.006799258757382631], [0.39843130111694336, 0.45790529251098633, 0.014705562964081764], [0.4737110733985901, 0.7251865863800049, 0.007516736164689064], [0.46347254514694214, 0.3844599425792694, 0.010006391443312168], [0.5307343602180481, 0.6247328519821167, 0.01035108882933855], [0.332872211933136, 0.030918722972273827, 0.06615224480628967], [0.3732283115386963, 0.5710188746452332, 0.059823259711265564], [0.35857996344566345, 0.4611116349697113, 0.06575696915388107], [0.3725099563598633, 0.5179876685142517, 0.008663681335747242], [0.3721916079521179, 0.4796501398086548, 0.011118954047560692], [0.5662098526954651, 0.4915348291397095, 0.008307063020765781], [0.5472655892372131, 0.5241419076919556, 0.015974055975675583]]"
1266,"[[0.3872138261795044, 0.45594698190689087, 0.04318292438983917], [0.36143046617507935, 0.49627023935317993, 0.05827503651380539], [0.3909245431423187, 0.45066890120506287, 0.04200485721230507], [0.3784574270248413, 0.4767574071884155, 0.03154459223151207], [0.45057016611099243, 0.5428428053855896, 0.024278804659843445], [0.4003668427467346, 0.7074785232543945, 0.006617819890379906], [0.39849182963371277, 0.458139032125473, 0.014421571977436543], [0.47402817010879517, 0.7249947786331177, 0.007377626374363899], [0.46377965807914734, 0.38434284925460815, 0.009910978376865387], [0.5504453182220459, 0.60079026222229, 0.008570709265768528], [0.3329561948776245, 0.030790921300649643, 0.0660490170121193], [0.3731066584587097, 0.5710445642471313, 0.05988399311900139], [0.3586345911026001, 0.4612233340740204, 0.06597984582185745], [0.37262484431266785, 0.5183062553405762, 0.008542071096599102], [0.3722454309463501, 0.4798293113708496, 0.010941592045128345], [0.5662850141525269, 0.49150142073631287, 0.008246722631156445], [0.5473942756652832, 0.5239858627319336, 0.015844222158193588]]"
1267,"[[0.3873376250267029, 0.45633894205093384, 0.04369329661130905], [0.36152172088623047, 0.4967005252838135, 0.05809297040104866], [0.39101871848106384, 0.45105236768722534, 0.041754771023988724], [0.3784717917442322, 0.47706347703933716, 0.031517527997493744], [0.45055505633354187, 0.543289840221405, 0.024163097143173218], [0.4004013240337372, 0.7076771259307861, 0.006551867350935936], [0.39849144220352173, 0.4583051800727844, 0.014368019066751003], [0.4740949273109436, 0.7249356508255005, 0.007378825452178717], [0.4638652205467224, 0.3843088150024414, 0.009985601529479027], [0.549659252166748, 0.6215579509735107, 0.00887391809374094], [0.33307090401649475, 0.0305910836905241, 0.06529981642961502], [0.3731886148452759, 0.5711184144020081, 0.060013215988874435], [0.35870951414108276, 0.4611693322658539, 0.06585580855607986], [0.3725895285606384, 0.5184594392776489, 0.008498089388012886], [0.3721872568130493, 0.47998735308647156, 0.010853774845600128], [0.5662729740142822, 0.4915013909339905, 0.00823382567614317], [0.5474004149436951, 0.5239603519439697, 0.015845701098442078]]"
1268,"[[0.3872864246368408, 0.4556683897972107, 0.04319363832473755], [0.3615087866783142, 0.49597156047821045, 0.05903267115354538], [0.3909826874732971, 0.45040106773376465, 0.04236327484250069], [0.378361314535141, 0.4765409827232361, 0.03180583566427231], [0.45052286982536316, 0.5426877737045288, 0.02433544211089611], [0.400377094745636, 0.7074960470199585, 0.006714200600981712], [0.39845192432403564, 0.45785757899284363, 0.014438647776842117], [0.47398972511291504, 0.7250496745109558, 0.007467811927199364], [0.46376335620880127, 0.3844035565853119, 0.009934606030583382], [0.5503214597702026, 0.6008213758468628, 0.008591854013502598], [0.33302709460258484, 0.03075365722179413, 0.06620457023382187], [0.37328267097473145, 0.5711026191711426, 0.06036337837576866], [0.3588600754737854, 0.4611716866493225, 0.06609126925468445], [0.3726499080657959, 0.5182573795318604, 0.00853666104376316], [0.372245728969574, 0.47987329959869385, 0.01093809399753809], [0.5662196278572083, 0.49151524901390076, 0.008221388794481754], [0.5472943782806396, 0.5240398645401001, 0.01589406654238701]]"
1269,"[[0.38698846101760864, 0.45569825172424316, 0.04428098350763321], [0.3612461984157562, 0.4960095286369324, 0.059952788054943085], [0.3905888795852661, 0.45040902495384216, 0.04348461329936981], [0.37829405069351196, 0.47689396142959595, 0.03285129740834236], [0.45001620054244995, 0.5419290065765381, 0.024731803685426712], [0.40024322271347046, 0.707189679145813, 0.0069362870417535305], [0.39848586916923523, 0.4577488601207733, 0.014837760478258133], [0.4738275408744812, 0.7251889705657959, 0.007577262353152037], [0.46346282958984375, 0.38463538885116577, 0.00996555294841528], [0.5501824617385864, 0.6009869575500488, 0.008587013930082321], [0.332807719707489, 0.031021323055028915, 0.06525247544050217], [0.37317976355552673, 0.5707467794418335, 0.059774208813905716], [0.35852739214897156, 0.4607904851436615, 0.06567651778459549], [0.37261974811553955, 0.5178934335708618, 0.00868235994130373], [0.37237173318862915, 0.4794362783432007, 0.011217659339308739], [0.5662141442298889, 0.49153685569763184, 0.008307699114084244], [0.5471892356872559, 0.5242065787315369, 0.01594625413417816]]"
1270,"[[0.3872705101966858, 0.4557572305202484, 0.04249471053481102], [0.3614606261253357, 0.49615103006362915, 0.05820915475487709], [0.39099785685539246, 0.4504612386226654, 0.041674982756376266], [0.3783901333808899, 0.47655364871025085, 0.031226133927702904], [0.4506952166557312, 0.5429028868675232, 0.02413152903318405], [0.40051889419555664, 0.7075796127319336, 0.0066219959408044815], [0.3984859883785248, 0.45791858434677124, 0.014313451014459133], [0.47418588399887085, 0.7249309420585632, 0.00737884221598506], [0.46387502551078796, 0.38422247767448425, 0.009841344319283962], [0.5503832101821899, 0.6007377505302429, 0.008572914637625217], [0.33304762840270996, 0.030726313591003418, 0.06635726988315582], [0.37329670786857605, 0.5710949301719666, 0.06048180162906647], [0.35886287689208984, 0.4612388014793396, 0.06623642146587372], [0.37272804975509644, 0.5183266997337341, 0.008485008031129837], [0.3722831904888153, 0.4798975884914398, 0.010864530690014362], [0.5662223100662231, 0.491475909948349, 0.008201483637094498], [0.5473353266716003, 0.5239517688751221, 0.01581079326570034]]"
1271,"[[0.38709473609924316, 0.45569083094596863, 0.04378918930888176], [0.3613356053829193, 0.49604150652885437, 0.05967468023300171], [0.39073365926742554, 0.45037874579429626, 0.04305125027894974], [0.37828493118286133, 0.47678205370903015, 0.03241090476512909], [0.45021551847457886, 0.5422154664993286, 0.024554235860705376], [0.40024933218955994, 0.7072848677635193, 0.006888268515467644], [0.3983795642852783, 0.45776283740997314, 0.014613582752645016], [0.47377917170524597, 0.7251970171928406, 0.007585704326629639], [0.46347421407699585, 0.38438302278518677, 0.00996266957372427], [0.5502277612686157, 0.6009210348129272, 0.008601339533925056], [0.33290573954582214, 0.030885187909007072, 0.06598298251628876], [0.3732435703277588, 0.5710328817367554, 0.06009278818964958], [0.3586367964744568, 0.46104735136032104, 0.06604421138763428], [0.37265968322753906, 0.5181026458740234, 0.008651181124150753], [0.3723054528236389, 0.4796241521835327, 0.011108042672276497], [0.5661599040031433, 0.49152153730392456, 0.008286426775157452], [0.547184407711029, 0.5240929126739502, 0.015895776450634003]]"
1272,"[[0.3873342275619507, 0.4557957351207733, 0.04105665907263756], [0.36148688197135925, 0.49619805812835693, 0.05586854740977287], [0.39119237661361694, 0.45047497749328613, 0.040078893303871155], [0.3784399628639221, 0.4762430787086487, 0.029765497893095016], [0.4511302709579468, 0.5430916547775269, 0.023723231628537178], [0.40043577551841736, 0.7078341245651245, 0.006366323679685593], [0.39835983514785767, 0.45807239413261414, 0.013839846476912498], [0.4739679992198944, 0.7250497341156006, 0.0073005883023142815], [0.46445614099502563, 0.3841378092765808, 0.009649587795138359], [0.5498623847961426, 0.6215825080871582, 0.008861207403242588], [0.3331603705883026, 0.03042617440223694, 0.0658942461013794], [0.3539104163646698, 0.5887606739997864, 0.058575600385665894], [0.35863062739372253, 0.46132299304008484, 0.066142238676548], [0.3725881576538086, 0.5187946557998657, 0.008293023332953453], [0.37209615111351013, 0.480119913816452, 0.010627440176904202], [0.5660887956619263, 0.5092784762382507, 0.0076814801432192326], [0.5475265979766846, 0.5240523219108582, 0.015725253149867058]]"
1273,"[[0.3871374726295471, 0.45544910430908203, 0.04232170432806015], [0.3613221347332001, 0.49585506319999695, 0.058274492621421814], [0.39084577560424805, 0.4500941038131714, 0.041901543736457825], [0.37822842597961426, 0.4763111472129822, 0.031383316963911057], [0.4506978392601013, 0.5422360897064209, 0.024222727864980698], [0.40037184953689575, 0.7075450420379639, 0.006611703895032406], [0.3984375596046448, 0.45756566524505615, 0.014311842620372772], [0.4739288091659546, 0.7251907587051392, 0.007442787755280733], [0.46384668350219727, 0.3842465579509735, 0.009793554432690144], [0.5504478216171265, 0.60093754529953, 0.008584155701100826], [0.3329415023326874, 0.030811548233032227, 0.06658661365509033], [0.37323880195617676, 0.5712366104125977, 0.06031998619437218], [0.35876017808914185, 0.4611842632293701, 0.06614827364683151], [0.37262392044067383, 0.5184111595153809, 0.008448020555078983], [0.3721856474876404, 0.4798395037651062, 0.010842527262866497], [0.5662513971328735, 0.49161195755004883, 0.008186126127839088], [0.5473524928092957, 0.524120569229126, 0.01591375470161438]]"
1274,"[[0.38718387484550476, 0.455709308385849, 0.040441758930683136], [0.3612769544124603, 0.496245801448822, 0.05569199472665787], [0.391018271446228, 0.4502952992916107, 0.03974639251828194], [0.37828320264816284, 0.4761906862258911, 0.029476692900061607], [0.4511685371398926, 0.5426197052001953, 0.02364339306950569], [0.40040820837020874, 0.7076460719108582, 0.00643549021333456], [0.3983265161514282, 0.4577121138572693, 0.013764854520559311], [0.47392651438713074, 0.7251183986663818, 0.00728808855637908], [0.4643247127532959, 0.38395819067955017, 0.009553622454404831], [0.5506576299667358, 0.6008902192115784, 0.008555129170417786], [0.33303302526474, 0.030530914664268494, 0.0662471279501915], [0.3539457321166992, 0.5887026786804199, 0.058617740869522095], [0.35865581035614014, 0.46115851402282715, 0.06622698158025742], [0.37278327345848083, 0.5188041925430298, 0.008314143866300583], [0.37224289774894714, 0.4800446927547455, 0.010629798285663128], [0.5660462379455566, 0.5093026757240295, 0.007683152332901955], [0.547494649887085, 0.5240771770477295, 0.01575920358300209]]"
